user_id,type,day,hour,week
30170,1,24,9,Saturday
30170,1,24,9,Saturday
30170,1,24,9,Saturday
30170,1,24,9,Saturday
1119353,1,4,9,Sunday
1119353,1,25,15,Sunday
1119353,1,4,9,Sunday
276589,1,9,16,Friday
276589,1,9,16,Friday
276589,1,9,16,Friday
276589,1,9,16,Friday
276589,1,9,16,Friday
276589,1,9,16,Friday
878524,1,16,0,Friday
878524,1,16,0,Friday
878524,1,16,0,Friday
878524,1,16,0,Friday
878524,1,16,0,Friday
878524,1,16,0,Friday
